csf	constant	linearTrend	wm	global	motion-pitch	motion-roll	motion-yaw	motion-x	motion-y	motion-z	gm	compcor1	compcor2	compcor3	compcor4	compcor5
9896.155524829826	1.0	0.0	9191.381376702331	9979.969133699833	0.3406	0.0629	0.018	0.0328	0.0108	-0.0446	9357.948124137802	-0.010485124263271972	-0.015678221538418663	0.0867288124622192	-0.046230157869726285	0.012732248684872181
9843.437993115718	1.0	1.0	9185.949282344282	9977.022800579598	0.4104	0.0824	0.0064	0.036	0.013	-0.0028	9354.189586754577	0.04018213719366204	0.07798859434935679	0.16705333878479234	-0.006993828935069807	0.08328120323197387
9866.899331876548	1.0	2.0	9191.827969405136	9976.066111799111	0.3864	0.0803	0.0089	0.0343	0.0085	0.0124	9354.63756837464	-0.032565550463219406	-0.06126682937161815	0.12756797494402522	-0.04434134259465494	0.12175069430931332
9907.790324296102	1.0	3.0	9203.387981934617	9979.944912394969	0.4039	0.0854	0.0128	0.0414	0.0118	-0.0168	9357.380070524923	-0.0620161166227548	-0.017692772034674176	0.17028891294810336	-0.03784144773764374	0.005117189603651387
9948.343508276608	1.0	4.0	9195.881980784034	9985.171568983127	0.3862	0.0818	0.0129	0.0397	0.0143	-0.0187	9355.273384748054	0.09643414069628417	0.029438016054732397	0.15055852833947836	-0.08392310328508334	-0.024509537029240462
9953.424456605817	1.0	5.0	9189.478020817978	9991.030748183046	0.3698	0.0715	0.0143	0.0354	0.0238	-0.0106	9368.952933723005	0.05188054075620284	-0.050236464234182654	0.10729958989693261	-0.08690570520377214	0.039254890811804555
9888.615872524753	1.0	6.0	9188.59193737102	9994.294453601216	0.3456	0.0725	0.0141	0.0381	0.0248	-0.0113	9380.111993043369	0.06861557676174813	0.023523186206446174	0.13362305890484813	-0.05158806569863039	0.0893829832450243
9880.135316754331	1.0	7.0	9193.047142300717	9997.623804798084	0.3395	0.0664	-0.0091	0.0494	0.0198	-0.034	9379.12049256581	0.02068877179473388	-0.07147909547282946	0.1267992385572409	-0.014820822166509262	0.08790616181542577
9915.561494430693	1.0	8.0	9192.634447141763	10006.62148989571	0.3277	0.0564	-0.015	0.0607	0.0186	-0.0394	9386.448852641439	-0.02650651440815515	-0.060549812089599926	0.1666153544463585	0.016399993244552047	0.012883950798615651
9921.861386138615	1.0	9.0	9193.98001092235	10004.153972401939	0.3277	0.0599	-0.0128	0.0614	0.0328	-0.0444	9377.794682639153	-0.0872869404310359	-0.08278886726971042	0.12407790093403273	-0.07250322480198806	-0.025966044941408195
9934.165981783724	1.0	10.0	9206.493022414874	9998.942792476419	0.313	0.0584	-0.0005	0.0547	0.0198	-0.0476	9363.150885197767	-0.05328939868505601	0.01156665902174597	0.12061535077322852	-0.020023655143149362	-7.495281897013095e-05
