csf	constant	linearTrend	wm	global	motion-pitch	motion-roll	motion-yaw	motion-x	motion-y	motion-z	gm	compcor1	compcor2	compcor3	compcor4	compcor5
12738.400849047324	1.0	0.0	9389.132163621263	9913.038647946874	0.0667	-0.0119	0.0168	0.008	0.0984	0.0165	9208.342638811477	-0.09436703132726154	0.03370024167648383	-0.0546073651707418	0.07755419462028346	-0.015060791853719446
12695.153722529789	1.0	1.0	9370.938840259032	9904.653611379736	0.0464	-0.0141	0.0097	-0.0033	0.1034	0.0328	9207.730344740874	-0.1696545983895278	-0.011474646436001823	-0.045873243743065784	0.052280811955624173	-0.047982899892323745
12767.695951832284	1.0	2.0	9367.077306331326	9907.01119232664	0.0388	0.0002	0.0137	-0.0023	0.1041	0.0272	9212.044157204775	-0.04209857797205852	-0.013585118817304953	-0.14208422268580229	0.02324279287854994	-0.0035008176488703358
12773.690164469986	1.0	3.0	9402.692154299039	9919.048428037438	0.0422	-0.0058	0.0121	-0.0105	0.0972	0.0466	9220.873003797364	-0.05710596970505601	0.09771997600161358	0.023240416172316092	0.05443619132162417	-0.021516073061081734
12751.99545266131	1.0	4.0	9371.392459812776	9914.672175586267	0.0681	-0.0185	0.0068	-0.0041	0.0853	0.0299	9220.344664315948	-0.08091969492259168	-0.09307575891741057	0.05427453116643377	-0.026979298837177867	-0.08091297290718434
12789.735969817895	1.0	5.0	9383.004895465636	9926.436834306154	0.0486	-0.0301	0.0037	-0.0034	0.0932	0.046	9229.870306094297	0.03142419302770523	-0.06384017412039587	-0.03356375221361882	0.011617903701275634	0.07848996966473888
12853.014044233363	1.0	6.0	9416.640169162687	9931.494533788871	0.0323	-0.0153	0.0175	0.0041	0.0822	0.0551	9227.680681729591	0.059180557329548245	0.039386016497018284	0.060055666323409945	0.04218373925759003	-0.055524575014547384
12804.475039694807	1.0	7.0	9399.834780765505	9925.35330285144	0.0549	-0.0184	0.0145	0.0064	0.0865	0.0497	9215.945608742459	0.027152822163305137	-0.029025977611601556	0.10062148746319335	-0.05261750023759901	-0.034494000197964114
12832.002314944919	1.0	8.0	9378.382770755468	9923.124507137918	0.0296	-0.0101	0.0225	0.0171	0.0985	0.0528	9217.053908966824	0.03688682420432248	-0.05677402131603088	-0.05830928715904356	-0.11165677514013925	-0.033838433163669746
12861.591781067335	1.0	9.0	9411.69572421356	9920.10920410198	0.0337	-0.0154	0.0244	0.0161	0.0924	0.0517	9218.917156232525	0.0421905033116692	0.09487356859314201	-0.04904538385605049	-0.06508014966533905	-0.01768203641425105
12746.784383430755	1.0	10.0	9391.837993364134	9906.7383706495	0.0461	-0.0106	0.033	0.0135	0.093	0.0525	9200.827396098668	-0.11764262833058013	0.08415254066402945	0.0283467546665855	-0.030685834836911202	0.03863589017566812
12736.828082846223	1.0	11.0	9378.960809346449	9903.363348821264	0.0296	-0.0039	0.0261	0.0166	0.0952	0.0761	9201.580545271818	-0.10426484686782982	0.006692683646691826	-0.0395622865658789	0.031358026442952956	-0.06709323033155772
12736.368924586894	1.0	12.0	9361.50858455755	9908.437505204922	0.0184	0.0108	0.0257	0.0168	0.0812	0.0629	9219.741509271336	-0.07986121974538467	-0.10525242598602784	-0.04087355936201902	-0.01682730506496599	0.0025922460386521434
12814.662227054294	1.0	13.0	9380.911152711447	9923.443079733102	0.0281	0.0132	0.0255	0.0112	0.0931	0.0434	9227.89963974962	0.012856779647913001	-0.05085094146520685	-0.022995160836389607	-0.005502443492140123	0.07986319100142207
12862.637807722573	1.0	14.0	9419.576927602437	9927.65641588029	0.0286	0.0154	0.0277	0.0095	0.0981	0.044	9221.606575770054	0.051263075117698606	0.0855254174360893	0.042067765575443054	0.035605583511064444	0.01816382576792649
12812.420007938961	1.0	15.0	9408.14481383669	9919.85405802744	0.02	0.019	0.0322	0.009	0.0705	0.0588	9212.316104352565	-0.014006164808200737	-0.002346432604787512	0.11003272591366309	-0.05435618837352797	-0.04009655553242878
12813.722939031588	1.0	16.0	9385.522884439022	9927.766317675258	0.029	0.0228	0.0348	0.0106	0.0672	0.0602	9231.009565132312	0.024112364458269347	-0.0828196162985538	0.060451349537954335	-0.03725848591162018	0.055154192837916484
12839.637064762253	1.0	17.0	9395.027095445736	9943.471251268935	0.0119	0.0286	0.034	0.008	0.0901	0.0443	9250.012182691336	0.062241047385511415	-0.050073276061843204	-0.041275469650328106	0.03840151129143824	0.034081174230315266
12842.917847557892	1.0	18.0	9424.159516780004	9937.112636222339	0.0199	0.0194	0.0283	0.0066	0.0644	0.0421	9231.508593697337	0.07751406978290704	0.059921281183351945	0.038582570662879026	-0.00889738574563453	-0.007734302188979527
12822.28410591839	1.0	19.0	9403.323217313815	9931.11277841011	0.0412	0.0229	0.0303	0.0098	0.0658	0.0393	9221.889701472928	0.016820294930675942	0.00471631386367546	0.05288863669364394	-0.10748967475778848	-0.001989076803021474
12815.949027301596	1.0	20.0	9382.05278044539	9923.823864494374	0.0363	0.0295	0.0201	0.0039	0.0714	0.0454	9217.8445650771	-0.0059131570127136665	-0.008013284604548528	-0.10238681951224725	-0.12841203926564582	-0.0352856354084388
12794.195142128485	1.0	21.0	9388.374016624273	9918.453890786757	0.0307	0.0298	0.0233	0.0001	0.056	0.0513	9220.313757466472	-0.07082803196737171	0.028445098784118644	-0.09246178040482013	-0.04401989338236073	0.013947664550621753
12834.39206349764	1.0	22.0	9418.820650133237	9933.215692832708	0.0412	0.0302	0.0239	-0.0002	0.0729	0.0563	9232.529544908984	-0.04311374146652892	0.13144479263642858	-0.010012008383566171	0.01903820033807273	0.06903664513041759
12778.857771400068	1.0	23.0	9404.771384339529	9934.230236946712	0.0462	0.0249	0.0122	-0.0	0.0698	0.0522	9227.316225133647	-0.07609211541070154	0.03336484487925022	0.023532556107042715	0.012892555950381126	-0.08680548527848911
12827.371279929182	1.0	24.0	9390.820817652097	9929.056341598438	0.0485	0.0258	0.0121	0.0058	0.0571	0.0611	9221.565750988802	-0.00414884966635527	-0.05625533893948392	-0.01259339875532461	-0.005357589983978504	0.030902620201673798
12820.056777624775	1.0	25.0	9388.031663876489	9935.041433153583	0.0398	0.0235	0.0156	0.0124	0.053	0.057	9231.416523572807	-0.0017980923264185576	-0.07209482399429103	0.0016931439180743837	-0.03204437384589089	0.0374649541504088
12880.370254187275	1.0	26.0	9415.916482709545	9950.786546884969	0.0355	0.0251	0.0185	0.0083	0.073	0.0343	9246.42000724386	0.0676964008962981	0.04184638984227371	-0.03835905199813205	0.05185974883606551	0.08200258548571884
12860.491003681429	1.0	27.0	9420.279649108008	9938.578893780274	0.0356	0.0193	0.0193	0.0039	0.042	0.0428	9230.770247574506	0.03470318543325117	0.07679037180479799	0.03689867251575392	-0.02994560100138855	-0.02784547239050336
12823.76959799348	1.0	28.0	9397.272090211449	9929.03092410976	0.0483	0.0202	0.0253	0.0095	0.0637	0.0518	9220.092972182441	-0.007378735905350404	-0.0054219085327109175	0.05485892613900853	-0.0806935317381539	0.01197619934695242
12806.02165825933	1.0	29.0	9386.39556610344	9930.046917298547	0.034	0.0111	0.0204	0.0095	0.0611	0.0458	9223.05494667916	-0.003524365829789501	-0.048938984981691976	-0.02266518582376282	-0.04204440627320515	-0.05749440181203175
12832.906386999775	1.0	30.0	9386.720079552533	9933.64780087933	0.0481	0.0098	0.0174	0.0071	0.0554	0.0252	9229.638281767142	0.0062326964344396624	-0.08198449507095139	-0.024745440999721875	-0.039575984514309555	-0.004286958208686464
12860.162560771696	1.0	31.0	9414.14957152374	9946.540050622589	0.0417	0.0226	0.0211	-0.0016	0.0547	0.0478	9242.217686660175	0.03277761413821675	0.07042556589610081	0.011773300708059894	-0.027128524028764932	0.05641226119263632
12879.537314874662	1.0	32.0	9427.533963719026	9947.421936094892	0.0437	0.0163	0.0144	-0.0024	0.0557	0.0401	9237.686477306119	0.04632316180970061	0.08173169406144673	0.06146049951588339	-0.03671118766140256	-0.0840764598740504
12824.832256070144	1.0	33.0	9400.280208982213	9941.69005427114	0.0292	0.015	0.0217	0.0112	0.0366	0.0566	9228.786350065802	0.0037810600249497104	-0.045949156102268046	0.04900602020439314	-0.036379587913452735	-0.011489230311991205
12841.42307989546	1.0	34.0	9387.417941388947	9936.251570802315	0.0433	0.0262	0.027	0.0132	0.0513	0.0407	9228.696493041989	0.053315178268504126	-0.04965375389274978	-0.05825001396443405	-0.09246839083655775	0.03490949204953919
12863.655417462905	1.0	35.0	9399.703210976433	9949.215233883368	0.0192	0.0302	0.0236	0.0081	0.0524	0.0498	9248.423757037242	0.022261220400822256	0.0043424455761456775	-0.08274639574382035	-0.0662057827122226	0.002773411798247103
12856.251780997078	1.0	36.0	9418.643630498165	9949.806868203088	0.031	0.0262	0.0227	0.009	0.0392	0.0474	9246.879058375647	-0.0033540781794039816	0.08855210326082558	0.05583439370935803	-0.0226443700296541	0.049420288854864096
12824.928076874437	1.0	37.0	9399.944181071774	9958.14445305843	0.0422	0.0269	0.029	0.0089	0.0431	0.0506	9253.703324830063	-0.03171724504622457	-0.03309084742651267	0.08717709281915555	-0.03452804303613128	0.009390163922438289
12807.329022524169	1.0	38.0	9384.200140157807	9961.617762667718	0.0326	0.0224	0.0221	0.002	0.056	0.0204	9260.870736685394	0.0035396567708429836	-0.11738921139037835	-0.017099506038200415	0.017489316748839287	-0.04295688147687691
12889.056712637703	1.0	39.0	9412.86265345982	9958.953958401607	0.0232	0.022	0.0166	0.0041	0.0416	0.018	9251.74010191943	0.07628614437781293	-0.014641546520143035	-0.03320190488405214	0.004218883201809013	0.053902366646629035
12905.713979597573	1.0	40.0	9438.923309562742	9956.768492731315	0.0412	0.0286	0.0249	0.0076	0.0599	0.0236	9240.542817023874	0.07892791000281511	0.11202957017360092	0.03639906298764518	-0.0017707392030679432	0.058334718395732295
12804.432257123988	1.0	41.0	9399.444357242352	9969.795094579653	0.0257	0.0277	0.0244	0.0056	0.0472	0.0213	9268.307397470833	-0.0518966271369152	-0.0689836749424732	0.08744933881706608	0.000286901592025632	-0.07278591322652544
12850.930836190422	1.0	42.0	9429.599915429471	9992.577124474088	0.0331	0.0237	0.023	0.0084	0.0325	0.0101	9300.708145638207	0.05297897093487742	-0.02383026549007838	0.07549082806307474	0.07267999695971136	0.0022823182875166483
12847.09690802046	1.0	43.0	9434.186369004361	9991.182523346086	0.0543	0.0243	0.0326	0.0054	0.0385	0.0015	9285.079908721846	0.06427198475557405	0.004927138158694827	0.08262759418524643	0.08191031621949015	0.00701632474875762
12893.904000042154	1.0	44.0	9404.882407815961	9971.332762631377	0.0392	0.017	0.0375	0.0115	0.0452	0.0045	9259.88264086305	0.11579381845565087	-0.057166055502604236	-0.11259731477142397	-0.059275126475655714	-0.11854989869628131
12864.727152652878	1.0	45.0	9395.237710020418	9946.117143282296	0.0312	0.0311	0.037	0.0127	0.0267	0.0145	9241.586978662084	0.015692418086797548	0.004301081135221581	-0.1209146507445565	-0.08208499006080613	0.09864934868110137
12814.626396343863	1.0	46.0	9425.41710963455	9932.788674928981	0.0334	0.0314	0.0363	0.0183	0.0425	0.012	9229.761061816818	-0.06726959296667942	0.13304547687008766	-0.10638715074284845	0.12944021564563446	0.11677303612039916
12672.029360105666	1.0	47.0	9407.015257085755	9929.019788269743	0.0378	0.0245	0.0322	0.013	0.0411	0.0131	9233.969010428646	-0.1841198694824435	0.038724484205585726	-0.022381472025122133	0.1554290287192355	-0.09509278747229122
12732.515373833745	1.0	48.0	9387.200980672065	9938.977591930648	0.0468	0.0218	0.0307	0.0124	0.0343	0.0181	9249.002442411469	-0.13475722940332424	-0.05834285529001684	-0.0849656346434424	0.10461637624893247	-0.017046941821533355
12822.527459672887	1.0	49.0	9404.472248105274	9949.809531213938	0.0339	0.0248	0.0233	0.0064	0.0389	-0.0061	9251.376119393808	-0.0034916852984385894	-0.012180015336347313	-0.09843958765643897	0.07294924083768453	0.007966467788077343
12887.023311038669	1.0	50.0	9441.613089073748	9955.571914083837	0.035	0.0284	0.0217	0.0005	0.0376	-0.0103	9249.185183947377	0.04689858613259657	0.09501114798860892	-0.011453835311869486	0.01963010281637458	-0.13726115406199374
12773.387839337905	1.0	51.0	9412.418659156976	9958.648458432908	0.0479	0.0275	0.0322	0.0088	0.0146	-0.0027	9250.958983841754	-0.09096253432625631	-0.07677148356617046	0.09851620153449425	0.0050339016497991974	0.01542120263796367
12853.902449134443	1.0	52.0	9403.019600247439	9955.575298599666	0.0567	0.0263	0.0236	0.0128	0.0189	-0.0264	9254.88072023336	0.06586413520819635	-0.04384354227527725	-0.0577557633662701	-0.01740735530832144	0.05331634119538854
12909.121942094762	1.0	53.0	9433.129371171615	9960.113744582213	0.0394	0.0188	0.0259	0.0075	0.0416	-0.0214	9252.254760427126	0.05982682434988843	0.08892143231661555	0.023486669129988008	-0.023069208872736446	0.0017689016496803135
12798.041445944807	1.0	54.0	9413.531900176495	9956.517702204072	0.0298	0.0238	0.0305	0.0035	0.023	-0.0107	9246.49344548647	-0.06509620681250937	-0.026273882905576924	0.06294506738744668	-0.05405649749235625	-0.027501634815768748
12863.403703209307	1.0	55.0	9404.686730537964	9955.583773042716	0.0309	0.0303	0.0298	0.0099	0.0125	-0.0021	9249.984794569502	0.03965034688380956	-0.06019444181910173	-0.0033547118556919784	-0.06580059217720102	0.11340591033921403
12890.067720042716	1.0	56.0	9422.002647208956	9963.434302200129	0.0303	0.0304	0.0322	0.0127	0.037	-0.0289	9260.79916898501	0.05381030024169515	0.015426650350579857	-0.022640418971152047	0.0191034351935801	0.06865461445564827
12852.15935357183	1.0	57.0	9430.814398727332	9966.691196030451	0.0382	0.0235	0.0226	0.0159	0.0386	-0.0039	9252.782373188425	0.030394718699605437	0.04623319488194632	0.07566514935657292	-0.032547339612587586	-0.05937106348892166
12860.954229780238	1.0	58.0	9405.663897901093	9959.305936359091	0.039	0.0221	0.0137	0.0116	0.0162	-0.0146	9250.714912955042	-0.0035214066868499865	-0.08136378554144987	0.02860148282839795	-0.022933918608035238	0.01311117252510901
12865.21124487129	1.0	59.0	9406.991425067483	9957.59590922701	0.0437	0.0053	0.0043	0.0131	0.0146	-0.0252	9256.531535835878	0.059583313583073436	-0.06488654566417301	-0.026872778316519397	-0.007184319361091455	0.06463423472372952
12948.62754152147	1.0	60.0	9458.718032988994	9971.591060778735	0.051	-0.0143	0.0029	0.0055	0.0396	-0.0354	9262.174951834044	0.10422274336830294	0.11332317880356588	-0.0012580994657857404	0.04204324078816725	-0.052280545193394125
12843.431039933677	1.0	61.0	9433.353633829076	9964.459738939067	0.0277	-0.0055	0.0075	0.0015	0.0092	0.0055	9253.242018041161	-0.025758200952381745	0.01651694422315689	0.12956307727190958	-0.062148785249934876	0.0003359684008731706
12871.457157711331	1.0	62.0	9416.974547298934	9963.366277948922	0.0528	-0.0102	0.0096	0.0147	0.0291	-0.0216	9259.582327932345	0.06714866279046056	-0.06679756626821332	-0.02263075153113996	-0.022787430580993393	0.0012417295493304865
12934.759781432665	1.0	63.0	9449.14004241504	9982.164944440365	0.0443	-0.0075	0.0105	0.0081	0.0133	-0.0124	9277.926519865894	0.07606289351327385	0.07947992694251378	-0.008663740145838894	0.03561762843319141	0.006203902787454618
12924.702046565872	1.0	64.0	9450.440684804991	9968.856566993842	0.1045	-0.0022	-0.0012	0.0064	0.0219	-0.0381	9251.00767741815	0.07721947059308916	0.09902539502813269	0.016018693683872477	-0.06417384051613749	-0.09100224273901891
12924.151537559015	1.0	65.0	9441.75610843629	9989.151265458304	0.2622	-0.0036	-0.0429	-0.0208	0.0259	-0.1248	9271.518949270197	0.04494346067013028	0.06209629969632023	-0.08558919480572692	-0.030333081546099882	-0.048775978349635235
12861.798109754383	1.0	66.0	9446.588803164797	9989.6586553625	0.2091	0.0176	-0.0384	-0.0347	-0.003	-0.0986	9273.890486920089	-0.057055233400314764	0.11025607982556795	0.05724913535074481	0.04957768141431936	0.15736441196957945
12846.50408715996	1.0	67.0	9420.165829613095	9964.704958228413	0.1888	0.0142	-0.0398	-0.0295	0.0009	-0.1021	9239.773985205697	-0.018546903270226917	0.019359466138872856	-0.04455353882822474	-0.00717407635193314	-0.16128139434935002
12854.345341305081	1.0	68.0	9408.28736784503	9940.521792888989	0.1633	0.0143	-0.0348	-0.0243	-0.0146	-0.0363	9217.102107272842	-0.05091091651929077	-0.01396786423112473	-0.02846279493598949	-0.09184302849871481	0.048216563690890134
12805.249076129721	1.0	69.0	9387.933386108803	9920.286651052182	0.1757	0.0162	-0.0379	-0.0264	-0.0003	-0.0638	9208.974866528404	-0.05538883820908944	-0.046417996150638734	-0.12798935862934818	-0.026411345505555746	0.0041957344795446406
12827.699375070257	1.0	70.0	9394.481301369568	9930.897333071862	0.1544	0.0184	-0.0299	-0.0164	-0.0124	-0.0507	9226.5831603652	-0.05510483423060931	-0.04827035651801303	-0.07166707388164016	0.0004505810983961035	0.020903952792531013
12794.799188188512	1.0	71.0	9394.409129507545	9949.207246282373	0.13	0.0034	-0.0375	-0.0078	0.0115	-0.0335	9244.884567103418	-0.10258400445201811	-0.07705124645790867	0.03718918621618283	0.019363469007556842	0.04557452824301674
12917.724242285858	1.0	72.0	9446.635642260175	9979.528008322775	0.0981	-0.0097	-0.0482	-0.0127	0.0003	-0.0451	9277.065122488448	0.06468728952662098	0.025846127458738165	0.09723905508488681	0.07645175318328247	-0.004557793383385141
12887.143463354316	1.0	73.0	9432.277999441963	9993.195144267822	0.1011	-0.0046	-0.0374	-0.0058	0.0026	-0.0287	9285.523789947763	0.054310335634738346	-0.059605365035998975	0.16660448776873282	-0.03951893286527375	-0.010515002548176212
12800.525248356003	1.0	74.0	9419.605152746055	9999.000372701203	0.0768	-0.0055	-0.0267	0.0006	0.0065	-0.0579	9295.167698676141	0.07953895859719108	-0.1683853400170017	0.03171946603884129	0.2447760857250562	0.017640596075667547
12793.191393955149	1.0	75.0	9433.781855512008	9999.86410161829	0.0521	0.0035	-0.0228	0.0032	-0.002	-0.0566	9291.273578621236	0.05467475765366277	-0.1249867814403157	-0.030468253504473065	0.3134253913655615	-0.038346331156435896
12839.216828490333	1.0	76.0	9447.505959951204	9991.234327669832	0.0545	0.0028	-0.0131	0.0035	0.0037	-0.0278	9281.638484445393	0.11391589872406879	0.02089918478784668	-0.03614872760464555	0.168751248527625	0.06562108899783257
12867.365004285633	1.0	77.0	9446.749287423	9985.086562061519	0.0512	0.0061	-0.0097	0.0081	0.028	-0.0336	9274.229337192963	0.057763001648322036	0.07196219976017866	0.008917813020596008	-0.00014024624763703676	0.01205145119231221
12825.090447954137	1.0	78.0	9418.608645552153	9982.409925585842	0.0249	0.005	-0.0009	0.0111	-0.0075	-0.0322	9277.435925780963	-0.028603531349733882	-0.0444927869836951	-0.028757165068566775	-0.003673727467590418	-0.06667736162600658
12852.945003372302	1.0	79.0	9401.911511973976	9980.39609417912	0.0089	0.0134	0.0015	0.013	-0.0039	-0.025	9278.661329759185	-0.002390815254568689	-0.024039928400209184	-0.08864222676712369	-0.10151036742328576	0.057553144900141025
