csf	constant	linearTrend	wm	global	motion-pitch	motion-roll	motion-yaw	motion-x	motion-y	motion-z	gm	compcor1	compcor2	compcor3	compcor4	compcor5
11315.774548365871	1.0	0.0	9175.319710583617	9961.878178471321	0.0092	-0.0252	-0.0264	-0.012	0.0101	0.0728	9870.79307083171	-0.047719756116391454	0.0038857465783015653	0.08597851628046316	-0.029186563821229194	-0.2374543087867521
11274.833408640392	1.0	1.0	9155.455434603038	9963.621110520036	0.0079	-0.008	-0.0497	-0.0079	-0.0321	0.0786	9870.331230299884	-0.10043091178908903	0.14747077003701176	0.07105197800241868	0.10660046232765652	-0.03829429001555845
11345.915952117204	1.0	2.0	9179.3828856237	9976.13571601447	0.0262	-0.0119	-0.0669	-0.0106	-0.0225	0.1016	9887.760681177666	-0.02182136390703751	-0.028900782166792247	0.0776851948555547	-0.05787817316484001	0.1433629261831039
11350.034273387526	1.0	3.0	9162.220545931614	9976.235288082713	0.0058	-0.0105	-0.0646	-0.022	0.0218	0.1038	9887.316772845532	0.06606270027760576	0.08028531368193037	0.07095420157145199	0.16244812393052083	0.020688890318392272
11377.974085695962	1.0	4.0	9173.47818464998	9983.011615089003	-0.0263	-0.018	-0.0712	-0.0249	-0.0657	0.1009	9892.703506420563	-0.01819678079465882	-0.051149776794334745	0.07226406602129135	-0.08134674706761656	0.03494524280352196
11373.995200476413	1.0	5.0	9164.731262390405	9972.598400481775	-0.0451	-0.0136	-0.0673	-0.0268	0.0535	0.1342	9890.664907409733	0.030561310597966126	0.009703442040230437	0.09759427138960824	0.10254139155923003	-0.11193825551198634
11435.793305028985	1.0	6.0	9172.958567411926	10004.982290012449	-0.0851	-0.023	-0.0596	-0.0252	-0.048	0.1508	9929.467074636674	0.17289034913260534	-0.051880781054654	0.08166468971686718	0.11002230973082028	0.03628728768492705
11379.368854319364	1.0	7.0	9180.837083104634	10016.35761996833	-0.0251	-0.0225	-0.0383	-0.0251	-0.0347	0.1017	9940.207207677611	0.14695701556460952	0.09658272918582402	-0.089854287653178	0.00010329528729025039	0.18111934623431253
11440.45025465585	1.0	8.0	9197.087771911833	10022.774653519062	-0.0162	-0.0144	-0.0243	-0.0251	-0.0077	0.0784	9938.027876543176	0.25681296075831406	-0.021819438638823026	-0.018890697224549922	0.04459227793145773	-0.12584435447075132
11414.165286847016	1.0	9.0	9199.887461610058	10013.73014822855	0.0057	-0.0083	-0.0074	-0.0112	0.0133	0.0827	9930.25621463118	0.17922531480674236	-0.12919862022263778	-0.09404154097427805	0.06355861987568198	0.04094556034454351
