csf	constant	linearTrend	wm	global	motion-pitch	motion-roll	motion-yaw	motion-x	motion-y	motion-z	gm	compcor1	compcor2	compcor3	compcor4	compcor5
11962.509288787842	1.0	0.0	9661.526837338093	10028.87090283102	0.0076	-0.0048	0.1308	0.0416	0.0005	-0.0466	8710.805294304155	-0.12200970609392525	-0.05433980559941126	0.060636770694637715	0.10292178590376949	0.0005696609117164251
11979.46926498413	1.0	1.0	9656.932596337245	10014.477007482095	0.0082	0.0007	0.1139	0.0367	0.0031	-0.0361	8703.727216557489	-0.10056822340067956	-0.09460085364950432	0.04778271418891478	0.1450144749647595	-0.004350301462404633
11937.189399719238	1.0	2.0	9651.384596329992	10016.504492433858	0.0303	-0.0037	0.1185	0.0356	0.0268	-0.0562	8707.301058889889	-0.006171739256308012	-0.11638576209156548	0.05878430091843062	0.11990635550353093	-0.09102147067645054
11947.106922149658	1.0	3.0	9655.90723721426	10025.533042824645	0.0299	-0.0091	0.1072	0.0219	0.0209	-0.0525	8716.874108012058	0.0010409569947109412	-0.0869150951066911	0.1145660066334192	0.0031727260138200153	0.005181880677735838
11975.147287368774	1.0	4.0	9665.711506689306	10039.173917406335	0.0182	-0.0138	0.1148	0.0296	0.0265	-0.0583	8724.962478210255	-0.09372321493303513	-0.10713559727099284	0.10326594534183198	-0.01966449052862812	-0.05468064613590206
11980.160049438477	1.0	5.0	9666.52188857533	10018.915220409866	0.0382	-0.0175	0.1062	0.0363	0.0375	-0.0579	8696.988694650307	-0.13866508524131116	-0.020001484155231692	-0.11788066404033815	-0.0020798804293035156	-0.04924508789583274
11970.673015594482	1.0	6.0	9643.719480098885	10014.926664692599	0.0311	-0.0128	0.1041	0.0296	0.0132	-0.0528	8694.787082718127	-0.031019060352379543	0.12642188975064161	0.05318026336954905	0.12508559890196239	-0.13938281930570404
11921.821376800537	1.0	7.0	9662.80845924319	10018.39061902518	0.03	-0.0144	0.0928	0.0309	-0.0058	-0.0467	8702.088732815831	-0.0373736637369255	0.002218716373516395	0.04805546267840974	-0.046595025902667064	0.01973210470701576
11967.971855163574	1.0	8.0	9659.291158290605	10002.824130683714	0.0125	-0.0274	0.0982	0.044	0.0052	-0.0408	8680.106032590083	-0.0916611563190669	-0.049846628429273475	0.01011047220388093	0.09532464029459169	0.14054901278667375
11943.786155700684	1.0	9.0	9657.221358661558	10032.193050056272	0.0118	-0.0311	0.0837	0.0489	-0.0018	-0.054	8730.446474618837	-0.029857489313484267	-0.087723274904948	0.21904123687585653	-0.005978865773929787	-0.0921886365374367
11989.827157974243	1.0	10.0	9675.577074101808	10019.522383974037	0.0241	-0.0333	0.0787	0.0458	0.0103	-0.0897	8708.752815751359	-0.19775855615342053	-0.1038222421554953	-0.0339395207516663	0.014821369256305283	0.024900552726065506
11933.6015625	1.0	11.0	9651.717226231616	9997.947032305754	0.0231	-0.0106	-0.0161	-0.0039	0.0446	-0.0035	8688.884978257678	0.04194086031722341	-0.07840138800614571	-0.1221347328970177	-0.05866012652780385	-0.3433698854692532
11877.756351470947	1.0	12.0	9641.239334527841	9960.519329162484	0.003	-0.005	-0.0147	-0.0068	0.0134	0.0392	8654.574979289584	0.09884621583300271	0.23311310676952451	-0.1691205266787786	-0.03667641904869338	-0.09939596891074459
11956.968431472778	1.0	13.0	9661.802750805908	10005.06432360073	-0.0142	-0.0272	-0.0057	-0.0183	-0.0167	0.0442	8690.028350647315	-0.02494214694455929	0.10515883981567123	0.25665232074983246	-0.1441259619857592	0.05514469655033209
11942.627099990845	1.0	14.0	9670.43204641176	10005.652646064216	0.0065	-0.0279	-0.0172	-0.0186	0.0087	0.0174	8692.717068950571	-0.1447702147686022	-0.1681008872698429	0.08498289293703053	0.08672142297858461	0.1042602530938351
11884.761505126953	1.0	15.0	9647.079704293521	9959.554051957239	0.0008	-0.0209	-0.0114	-0.0128	0.0243	0.0096	8651.61417321816	0.05996462302327816	-0.1352569806327234	-0.19099298751351043	0.11093026696781635	0.1737003802848283
11872.27709197998	1.0	16.0	9627.981064682024	9988.428889874605	-0.0023	-0.0275	-0.0097	-0.0101	0.0288	0.0143	8694.256934798286	0.2467701977069987	0.008679240411504313	0.019759622755815918	-0.050142851887932036	-0.06968877098224448
11859.327953338623	1.0	17.0	9640.136941983712	10006.788448785974	-0.0048	-0.0177	-0.0053	-0.0145	0.0183	0.0202	8706.124221946038	0.13512922837165156	0.13313190437572076	0.04261057590680213	-0.05383272147584422	-0.01213079161134987
11906.751541137695	1.0	18.0	9652.297524190828	10011.388656610012	-0.0099	-0.0157	-0.0109	-0.0389	0.0045	0.0319	8709.620912642627	0.032280431975798496	0.01161523602131275	-0.008290567313362949	-0.03465187282718122	0.05271272349754854
11918.500331878662	1.0	19.0	9640.199588728714	9990.954497554547	-0.0074	-0.0174	-0.0169	-0.0353	0.0161	0.0073	8686.917822396681	0.049293107321552954	0.0818361315325984	-0.03430451954784236	0.06681316583847592	0.10119834292327612
11916.745098114014	1.0	20.0	9649.576128701374	10014.346419965726	-0.0161	-0.0176	-0.0188	-0.0433	-0.0336	0.0436	8714.326762718632	0.05695098671289767	0.04967595147819181	0.08405360929523925	-0.07244344887115559	0.0507180040010192
11878.387706756592	1.0	21.0	9650.451500719788	10003.463158792607	0.0165	-0.0128	-0.0131	-0.0344	-0.0119	0.0335	8700.26551000718	0.07779181312417421	-0.05648851499913067	-0.0003752248662566537	-0.01236322439267087	0.11438721443234913
11902.19605255127	1.0	22.0	9648.756911972941	9987.279174088057	-0.0013	-0.0254	-0.0339	-0.035	0.0245	0.0208	8679.735018095784	0.05490156513973617	-0.04665073158535891	-0.07247975720377621	0.011332042532939289	0.032076647683681674
11877.325813293457	1.0	23.0	9637.992312601531	9983.189201892454	-0.005	-0.0275	-0.0186	-0.0263	-0.0025	0.0431	8682.599986631312	0.11174544174344352	0.07689937723987396	-0.029577094991604425	0.03396309580888305	-0.0754763368138239
11879.978652954102	1.0	24.0	9642.581238033767	9981.590731502305	-0.0047	-0.0076	-0.0245	-0.0195	-0.01	0.0279	8674.18574512232	0.07516189459144336	0.10567663306472852	-0.043359394450870836	0.002747234317583631	-0.027659643921853647
11897.1546459198	1.0	25.0	9647.387806929355	9986.990173982083	-0.0094	-0.0119	-0.0183	-0.0189	-0.0018	0.0381	8686.82403629344	0.04445545174836332	0.12700539429362148	-0.012937340851274966	-0.055348885243569554	-0.034205604017135634
11908.67357635498	1.0	26.0	9648.908628288902	9992.374815468707	-0.0063	-0.0102	-0.0156	-0.0193	-0.0059	0.0294	8699.344259970449	0.018601444076223432	0.1406829197524659	-0.015589493313828438	-0.07028348123916502	-0.034950063307060505
11912.66997718811	1.0	27.0	9643.522057190437	9992.397701790052	-0.0114	-0.012	-0.0179	-0.0143	-0.0023	0.027	8695.150997769386	0.006468141192025241	0.11799447631850483	-0.10929793247962948	0.03941057558438729	0.053271916511660036
11915.740772247314	1.0	28.0	9627.894716749282	9962.132612832664	-0.0081	-0.0081	-0.0172	-0.0171	-0.0118	0.0239	8654.036680250169	0.04459247556719567	0.17222424890340668	-0.03551308643608944	0.19066068255518454	-0.19154513322946204
11889.39468383789	1.0	29.0	9644.530245561615	9972.838614732465	-0.0149	-0.0096	-0.0152	-0.017	-0.0059	0.0382	8660.695155997313	0.037769682111754986	-0.0076302515039296335	0.15047190004722588	0.041050871726637704	-0.013149990047566404
11882.242691040039	1.0	30.0	9658.928680002067	9992.421486828904	-0.0115	-0.0083	-0.0145	-0.0156	0.0109	0.0169	8682.300306718611	0.02542790049373924	-0.07582440274062947	0.05719419071161305	-0.1493358656740726	0.12504928546188618
