csf	constant	linearTrend	wm	global	motion-pitch	motion-roll	motion-yaw	motion-x	motion-y	motion-z	gm	compcor1	compcor2	compcor3	compcor4	compcor5
11903.72722359338	1.0	0.0	7366.906617123272	9966.706975159703	-0.1756	-0.0448	0.0003	-0.0643	-0.275	-0.1555	8816.52272434936	-0.04391283704283677	-0.04900092802782968	0.027090029795428294	0.08504178091927556	0.02839103317562508
11908.59547812129	1.0	1.0	7367.4825004921395	9960.088592333595	-0.2166	-0.04	-0.0206	-0.0647	-0.2242	-0.1247	8810.58047199957	-0.12683480639903766	-0.12638770843653369	0.027038410117676548	0.03772582385672857	0.09774065035801688
11900.292312295873	1.0	2.0	7360.939662596927	9966.077545084561	-0.1765	-0.0356	-0.013	-0.0666	-0.2411	-0.1601	8818.308560396421	-0.1326882764471607	-0.05647589859494795	0.11753488360601692	-0.06222557412220492	-0.09490357434864351
11903.77637878563	1.0	3.0	7362.12820119815	9978.456681733858	-0.1897	-0.034	-0.0169	-0.0727	-0.2173	-0.156	8830.96395143731	-0.15352026640457342	-0.1139849820163448	0.08262898373499628	0.10723175838289606	0.04077877210079678
11922.452533495398	1.0	4.0	7361.519653450646	9966.922165393911	-0.2049	-0.0627	0.0105	-0.0748	-0.2521	-0.2326	8814.383074201018	-0.12087619835264803	-0.10507778999068687	0.04030193384097647	-0.029080762739208232	0.08900217659796064
11909.407544351247	1.0	5.0	7373.415690104167	9990.502039945062	-0.1425	-0.0605	0.0198	-0.0577	-0.2348	-0.1994	8833.715619062104	-0.13796400722480542	-0.07898935014063793	0.07773493131440704	-0.06582048279085695	-0.056812371778391435
11927.575283458284	1.0	6.0	7357.364086815009	9980.941967533048	-0.1386	-0.0599	0.0062	-0.0542	-0.2221	-0.1439	8826.01557766201	-0.11219930916503815	-0.13958619257692614	-0.06261594622029455	-0.03288739183449706	-0.0662593621302267
11882.081734337886	1.0	7.0	7358.579338352318	9965.097470415592	-0.1785	-0.0631	0.0145	-0.0562	-0.2194	-0.1395	8809.263348878005	-0.11490640728854787	-0.13982147198128209	-0.05019608426652749	0.09971381562662732	-0.1020474326233568
11921.726467395338	1.0	8.0	7358.466776438714	9989.109552339596	-0.1554	-0.0541	0.0133	-0.0607	-0.2265	-0.1632	8828.921556051984	-0.11287269053441255	-0.13738824228619845	-0.12399555522453153	-0.13965300179333126	-0.04754938164679734
11893.969928369952	1.0	9.0	7380.878020608117	10002.101261065423	-0.1359	-0.0537	0.0016	-0.0646	-0.2372	-0.1791	8832.789992580276	-0.10893772796994355	-0.04750360821178508	0.07727669592046185	-0.08963929332612162	0.01740464742122247
11957.468110943068	1.0	10.0	7378.97248681651	9991.367187594951	-0.1286	-0.06	0.0013	-0.0678	-0.2274	-0.1982	8830.678766735973	-0.10671328116741535	-0.0053863901428600446	0.04147830248007537	-0.12343292207385922	0.24130500253087248
11910.235065088702	1.0	11.0	7361.514895445461	9975.545601693477	-0.1208	-0.0576	0.0012	-0.0564	-0.2098	-0.1794	8825.577541866736	-0.10976085915422698	-0.03223121964040125	0.012426758748362242	-0.06672398738916745	-0.09357124100606878
11878.592898697298	1.0	12.0	7353.14287862181	9977.423268280687	-0.141	-0.0563	0.0026	-0.0529	-0.1962	-0.1581	8834.464626526273	-0.11067324350461705	-0.0496325979319565	0.035157411933444536	0.18496310043147404	-0.06300564980427134
11878.467910295427	1.0	13.0	7361.80220970465	9981.70501983162	-0.157	-0.0518	-0.0036	-0.0592	-0.1962	-0.1409	8828.678940898124	-0.1095751907842642	-0.09490742532556679	-0.06713103693694215	0.08857562891882184	-0.04618601193620908
11885.917971069626	1.0	14.0	7371.798884324785	9970.524259598607	-0.1428	-0.0545	-0.0065	-0.0551	-0.2048	-0.1304	8819.181719309496	-0.10265735140420301	-0.11098220670285006	-0.11397108587808724	-0.04339487349726206	-0.05351612666966878
11902.403464129306	1.0	15.0	7375.034304494815	9957.951380931781	-0.1243	-0.045	0.0014	-0.072	-0.2109	-0.1465	8805.917192398927	-0.09296955317170513	0.024596349733122497	0.10087661441844338	0.010750866635786118	0.06192051444231619
11902.747444932082	1.0	16.0	7365.464752099516	9976.435131889686	-0.1115	-0.0435	-0.0055	-0.0746	-0.2145	-0.1432	8827.29531095174	-0.08224929773162602	-0.006784926517307464	0.046051011756865115	0.03120321646497811	0.033445049410738385
11907.463254806265	1.0	17.0	7374.745890742613	9981.241835063996	-0.116	-0.0453	0.0047	-0.0574	-0.1975	-0.1403	8828.067130633543	-0.1033580995038894	-0.04290611883809102	0.03916615406817624	-0.06305687460789595	-0.08220190792738129
11916.41530697929	1.0	18.0	7367.256092098414	9979.065400908523	-0.1286	-0.0453	0.0069	-0.0537	-0.1973	-0.1398	8823.499971284416	-0.09127919086793942	-0.023198436469859272	0.0007239080172982109	0.12474348082330212	0.053334185598786964
11905.464994525682	1.0	19.0	7369.312834070708	9974.07503439805	-0.1491	-0.0417	0.0054	-0.0678	-0.2125	-0.1292	8826.972598512171	-0.08766352503297778	-0.1085572866762791	-0.14269660978900905	0.004566891247691567	-0.09361807386645873
11910.263342488124	1.0	20.0	7368.565177466201	9973.800827635687	-0.1364	-0.0447	0.0051	-0.0489	-0.2002	-0.1108	8820.773147337604	-0.07646974127444417	0.001553586677522232	0.006213318938873768	0.055265470728300105	0.030079282827915978
11937.042131365053	1.0	21.0	7375.319687107957	9987.037781193421	-0.1049	-0.0346	0.0137	-0.0259	-0.1913	-0.0989	8840.51380819489	-0.06920615325015907	-0.01747714795254247	-0.013252569742491059	-0.10853083249280414	0.04106837491144644
11937.815179167903	1.0	22.0	7374.422487462964	9981.852571667854	-0.0926	-0.0372	0.0099	-0.028	-0.1784	-0.1287	8832.383374058796	-0.07302336251811446	0.04034433780612958	0.04966837401246554	-0.08640993443449253	-0.004845818345019359
11948.3841474447	1.0	23.0	7371.791293183122	9969.783931222133	-0.1079	-0.0387	0.0106	-0.0356	-0.1807	-0.1266	8822.043815603578	-0.0657484327618086	0.02420163319877287	0.022364114713062978	0.11510041959192777	0.11723179739507401
