csf	constant	linearTrend	wm	global	motion-pitch	motion-roll	motion-yaw	motion-x	motion-y	motion-z	gm	compcor1	compcor2	compcor3	compcor4	compcor5
12009.934523720778	1.0	0.0	9525.345843120871	9962.822138116771	0.1107	-0.0592	-0.2349	-0.0925	0.1949	0.37	8536.020381590668	-0.14914267812873105	0.07127343854625123	-0.034736574739960266	0.0088939975607602	-0.04167040291810782
11960.444861492128	1.0	1.0	9513.285336053392	9959.402822715496	0.1144	-0.0609	-0.2435	-0.0892	0.2113	0.3502	8528.712627861001	-0.10079537451598802	0.06271599554154156	-0.03927542214046151	-0.029502255711892075	-0.028497091207485503
11951.525461444418	1.0	2.0	9498.728226259622	9961.417867997707	0.096	-0.0676	-0.2421	-0.093	0.1859	0.3321	8539.116018990877	-0.031120525736878527	0.13060324510170662	-0.011790501257359698	-0.0989660008290697	-0.03142221561116505
11936.437398430046	1.0	3.0	9484.574199880992	9956.302831743613	0.1014	-0.0749	-0.2388	-0.0852	0.1461	0.339	8533.746605324664	0.02955095102200752	0.1439344406353511	0.006774911299130659	-0.08142897378128613	0.027208055737924897
11942.195688961116	1.0	4.0	9495.39947931275	9957.14310414676	0.1125	-0.0648	-0.2355	-0.0989	0.1721	0.3359	8538.116659718791	0.03472458061078547	0.0993031684966745	-0.0021152985124784918	-0.1299112153559724	-0.04558242143351915
11959.66441659709	1.0	5.0	9521.283844306088	9981.15604492363	0.1146	-0.0463	-0.2445	-0.094	0.188	0.3542	8566.868158562367	0.01114051328306746	0.0859547683397891	0.012815655467518894	-0.054013555289461584	-0.05760324019712737
11979.748003078781	1.0	6.0	9538.871865918529	9995.750074145875	0.1261	-0.0528	-0.216	-0.0773	0.1744	0.3124	8574.0171558625	-0.0394122722270238	0.05477492426339783	0.007595280860260387	0.03691763404069981	-0.08314498377605047
11971.61437708731	1.0	7.0	9519.14042413636	10011.668778006017	0.0977	-0.0553	-0.2152	-0.0826	0.1467	0.3318	8589.30842002821	-0.08537863390255183	0.03832900750388887	0.023397647090008078	-0.04445044922557562	-0.044524324550843486
12005.325169221136	1.0	8.0	9520.937584727935	10018.04933550473	0.1028	-0.0442	-0.1882	-0.0697	0.1572	0.2998	8594.119234883598	-0.05093887710676877	0.06234342892773226	-0.023430842267388362	0.009591378642159823	0.04967119377816814
11977.703738147065	1.0	9.0	9517.01476579056	10001.605649571035	0.1168	-0.0348	-0.1603	-0.0785	0.1725	0.2913	8575.9190239488	0.0650832232718988	0.10367073153577172	0.08959251086146999	0.050912616806456125	0.12574786791568304
11969.567253287512	1.0	10.0	9537.128888111405	9987.120022182246	0.083	-0.0401	-0.1752	-0.0734	0.1684	0.3105	8565.477397049388	0.04540574834207315	0.10911553790137664	0.13214677212661624	0.08462159290708675	0.0915503609001194
11982.75721519412	1.0	11.0	9543.505130544323	9960.983017547433	0.112	-0.0323	-0.17	-0.0732	0.1595	0.313	8550.133381903484	0.04928281551001569	0.07116155780495707	0.13369784619942965	0.08344389704662077	0.05651746853876273
11942.570747666687	1.0	12.0	9537.054085639491	9942.809240015402	0.0917	-0.0227	-0.1649	-0.0707	0.1428	0.3234	8528.219904555534	0.06272394339349076	0.011435746493479417	0.18683331852590704	0.08963585332535386	0.14860414719864448
12000.393855670027	1.0	13.0	9518.789061039173	9941.341163014378	0.0916	-0.0321	-0.157	-0.0746	0.1389	0.3317	8528.010192179254	0.06461708554706207	-0.02175374227179153	0.01466973850603669	0.10265548616602094	0.11875125779351942
11982.292513082955	1.0	14.0	9517.2651910128	9934.877604000048	0.0831	-0.034	-0.1641	-0.0763	0.1352	0.3221	8516.550088305881	0.08733305047996567	0.023140922096489134	-0.07477389525125368	-0.03719690963404566	0.0017787587863170615
12000.538659015685	1.0	15.0	9517.260775299566	9927.768902132757	0.086	-0.0345	-0.1596	-0.079	0.1397	0.3214	8514.79424300346	0.06379610451201587	0.010322812188143229	-0.12641418469409688	-0.03216444736965867	0.037794863603141916
11996.679986618858	1.0	16.0	9530.790737094085	9922.864161927235	0.0829	-0.0308	-0.1639	-0.0752	0.1518	0.3221	8505.558777143035	0.08038844947609755	0.059125764030382215	-0.11995093210246284	0.0006725467662654892	0.06434856241913663
11990.443802928197	1.0	17.0	9544.476334489334	9900.95515482497	0.1097	-0.0262	-0.1667	-0.0727	0.1817	0.3318	8490.385005206595	0.03048269742599847	-0.01492485089930439	-0.04781174574038804	0.01623104849171861	-0.02688807414414896
11943.270377355677	1.0	18.0	9527.788972659171	9898.182535535878	0.0764	-0.0211	-0.1586	-0.0689	0.1472	0.3545	8491.726804435124	-0.01654018284871861	-0.04233069156216001	0.04688109482693036	-0.015006597422923517	0.028143413078860226
12020.243388634603	1.0	19.0	9521.038515907427	9910.332253215394	0.0955	-0.0355	-0.1649	-0.0688	0.1471	0.3213	8494.244161587161	0.005360294718378897	-0.08879244744362694	-0.09197307022427345	0.05782577346866386	-0.021656317512668978
12039.655378734793	1.0	20.0	9518.093571292227	9921.941192645369	0.0618	-0.0414	-0.1757	-0.0802	0.1183	0.3097	8503.665776770129	0.00805677783802608	-0.12121589255381619	-0.05482187078218589	0.0399639097322947	-0.08827921627545268
12040.795513589874	1.0	21.0	9522.51315766408	9924.048536763465	0.0766	-0.0335	-0.1724	-0.0781	0.1319	0.3326	8500.681796545126	0.009360893757790307	-0.10072649621863959	-0.03935906578470526	0.08957440281369979	0.0308310569044095
11997.083683392473	1.0	22.0	9536.590933526551	9908.458445470964	-0.0021	-0.0324	-0.1624	-0.0682	0.1295	0.3274	8500.846942916352	-0.0035431528676413944	-0.09458617094089779	-0.026702662887231825	0.04640533999969211	0.04772074993215165
