csf	constant	linearTrend	wm	global	motion-pitch	motion-roll	motion-yaw	motion-x	motion-y	motion-z	gm	compcor1	compcor2	compcor3	compcor4	compcor5
13068.717720582314	1.0	0.0	9846.95395127306	9937.99413869623	0.0311	-0.0099	-0.0359	-0.033	0.036	-0.0356	10240.350622495227	-0.054051881440162486	-0.07544031817486874	-0.07044034484153039	0.006371432565776481	-0.04433133672775144
13002.219515141753	1.0	1.0	9857.27708611096	9928.760367004981	0.0563	-0.0151	-0.0214	-0.0387	0.0669	-0.0371	10230.627838649018	0.07029141398464189	-0.0035956337121695724	-0.13743749670532168	-0.16055394306601065	-0.08620970813739337
13055.5014371577	1.0	2.0	9844.244419308814	9910.917909399559	0.022	-0.0026	-0.0389	-0.0295	0.0523	-0.0228	10220.79306196872	-0.11479487274815486	0.03646918499469565	0.01896596596575827	-0.015907722631691483	-0.0540232108465986
13020.852815923003	1.0	3.0	9823.528632795495	9920.514897976696	0.0316	-0.0012	-0.0186	-0.0385	0.0639	-0.0291	10220.879682068991	0.09242344818298368	-0.033444523122629854	-0.13810711619959593	0.12216386680237469	0.03955633445579085
13049.64196651498	1.0	4.0	9845.99380199547	9937.444344922811	0.022	0.0098	-0.0159	-0.048	0.021	0.0073	10240.365186158564	-0.03592692855020574	0.013675412159453108	-0.04837357239715406	-0.13529228945013513	0.1632372669773573
13037.581615959247	1.0	5.0	9831.274487825493	9920.016881360307	0.0442	0.0031	-0.0218	-0.0297	0.0367	0.0275	10215.08027768143	-0.06530849162077895	0.002552942968050542	-0.03874344372551676	-0.04244413322864504	-0.0012216928104443747
13011.27672458924	1.0	6.0	9846.303494112566	9918.976002300285	0.0464	0.0079	-0.0061	-0.051	0.0123	0.0249	10218.124493321275	0.022270440669959448	-0.06295044995821868	-0.13025315249378205	-0.07004544518226385	0.09745633487239534
13076.784620147391	1.0	7.0	9841.441916213744	9926.68928950893	0.0538	0.0039	-0.0291	-0.0404	0.0227	0.0371	10239.808650783227	-0.11006394839899637	0.03953292382263024	0.028015585646375348	-0.01781972556259004	-0.013355289325188424
13079.497697024	1.0	8.0	9835.829281612225	9922.361623514893	0.0396	-0.0081	-0.0215	-0.0303	0.0128	0.0244	10224.526075618534	0.0929574710230276	-0.009976394464927853	-0.03911118773904561	-0.010989103391365794	0.05504197186055006
13099.245826957153	1.0	9.0	9858.678568938425	9953.476578058946	0.0317	-0.0052	-0.0149	-0.0444	0.0332	0.0137	10266.964106021938	-0.09950043293037866	0.04686979297950985	0.09906764803394168	-0.01274293015745909	0.08154371774522683
13110.829937177836	1.0	10.0	9852.315213925433	9942.563453675737	0.0448	-0.0108	-0.0369	-0.0193	0.017	0.0133	10241.846073619989	0.07715952556449651	-0.007969980022012494	0.09003491944708905	0.014992098961044455	-0.036096246835510916
13115.726887181861	1.0	11.0	9854.910318018407	9949.065909222523	0.0255	0.0007	-0.0166	-0.0313	0.0217	0.0114	10257.141300211288	-0.07889616721092553	-0.0014333845975710502	0.09631456614765042	0.021349855872503463	-0.024333693389010466
13099.34652867268	1.0	12.0	9861.532871510393	9951.528234681482	0.0163	0.0094	-0.0119	-0.0391	0.0039	0.0305	10252.227131050377	0.034046819412977485	0.03734338245769853	0.09193854537081052	-0.0011863838051007103	0.0527318453136712
13103.617809177675	1.0	13.0	9844.333537970722	9964.148459385922	0.0205	0.0027	-0.0198	-0.0317	0.0246	0.0156	10277.807246302762	-0.0011034994133434402	-0.007243659883618396	0.05606535035872048	0.12751086091411812	0.03005519133651805
13093.10833048083	1.0	14.0	9844.529326847858	9973.943951894184	0.0289	0.0006	-0.007	-0.0461	0.017	0.0285	10292.670610627825	0.020371828024658097	0.09209277927680476	0.07339137378708452	-0.00011586134621447675	0.08567463494108069
13136.935851421553	1.0	15.0	9865.150546866496	9988.942293534144	0.0385	0.0047	-0.0235	-0.0442	0.0188	0.037	10310.388687427056	-0.025853056259962568	-0.04475066519194893	0.13582635397365384	0.13682645586747025	0.03495530516601398
13093.713175036244	1.0	16.0	9861.61121524849	9990.366478852104	0.0279	0.0031	-0.0131	-0.0441	0.0012	0.0419	10299.285296995135	0.0799272113192649	0.061280775811202046	0.042907329775341854	0.009249852596056506	-0.06238281844332269
13145.169315298808	1.0	17.0	9863.492732538365	9993.236384626549	0.0304	0.0111	-0.0169	-0.067	0.0011	0.0215	10299.808098751953	-0.09092658538112243	-0.08186072575969446	0.11940738269245421	-0.02742430425035605	-0.04754466091614085
13080.3789616221	1.0	18.0	9870.376220809412	9978.309901635113	0.0474	-0.0106	-0.0368	-0.0398	0.0152	0.0288	10273.20714647742	0.05597904336599051	0.07981188428699008	0.03385549994126095	0.013896687155975081	-0.13368547553610913
13104.785566506927	1.0	19.0	9855.198043006163	9983.500200275039	0.0258	-0.0167	-0.0287	-0.0365	-0.0002	0.0151	10288.128450337634	0.007794386125616985	-0.09984359156502204	0.03088743077011809	0.1178814264215184	-0.04413291268340913
13079.619598703286	1.0	20.0	9851.492341190615	10001.548099335314	0.0329	-0.0168	-0.0275	-0.0531	0.0274	0.0117	10320.677740560668	0.05045089390210568	0.0938201505467668	0.08721706622928513	-0.05268584986188426	-0.04803254852254389
13112.394609274323	1.0	21.0	9874.087190195432	10009.22277337671	0.0366	-0.0004	-0.0312	-0.0492	-0.0015	0.0264	10320.081839844539	-0.03397944080353809	-0.1270019911917568	0.07392012644571613	0.06073698786281758	0.060094969363477864
13032.992499597294	1.0	22.0	9873.000416218845	9992.264806050423	0.0682	0.0035	-0.0201	-0.0403	-0.0028	0.0565	10293.659809467908	-0.006494636515414251	0.11800823908568146	-0.058959260771220254	0.005318253211694784	-0.06709677207096247
13106.698886517397	1.0	23.0	9877.971100424807	9953.271223020301	0.055	-0.0005	-0.0505	-0.0281	-0.0142	0.0489	10241.784697216142	0.0339409849271126	-0.13586007047923218	0.036368645648066904	-0.12049088032635677	-0.12407804095958143
13076.605914243717	1.0	24.0	9855.689365544733	9948.216138203781	0.0568	-0.005	-0.0333	-0.0264	-0.0013	0.0602	10255.671979113215	-0.0736251897825996	0.0424842406276697	-0.028047341706871582	0.05379172329341464	0.05992093452402757
13035.529498228092	1.0	25.0	9865.05985558609	9943.768023342189	0.0807	-0.0001	-0.0399	-0.0211	-0.0214	0.0918	10226.957604496149	0.011607637022970418	0.035989027418579296	-0.03814781082752837	0.005080452077128403	0.056229314660786234
13091.038151377255	1.0	26.0	9846.943492233417	9940.568629463882	0.0636	-0.0061	-0.0393	-0.0087	-0.0332	0.0825	10230.754216218671	0.09009056785602636	-0.025498941644333896	0.010624095567195388	0.040408998534327265	0.01715408033039092
13035.340211219394	1.0	27.0	9848.232686954112	9948.905615766515	0.0657	0.002	-0.0388	-0.0284	-0.0172	0.0852	10266.710655811035	-0.08683134674246716	0.026261961679304696	-0.06193637123785126	0.008308726822653923	0.12118029443002462
13045.60457524565	1.0	28.0	9845.743413623748	9958.83174222401	0.0804	-0.0041	-0.0502	-0.003	0.0105	0.0613	10267.094745889768	-0.03385747939018154	0.07253835129336868	-0.015261076784403598	0.05789246506836928	0.031687240724942896
13106.209686593911	1.0	29.0	9881.087123659936	9966.423931720485	0.0587	-0.0013	-0.0383	-0.0113	-0.0164	0.0425	10258.907766327835	0.09698178683016799	-0.14332360455121212	0.0413925494046141	-0.000651575627728299	-0.04850404626278608
13058.92262504027	1.0	30.0	9875.968062112266	9983.890220047457	0.0578	0.0037	-0.0277	-0.0304	0.0041	0.0603	10299.53294179977	-0.12764850559509222	0.058409467150454634	0.022508623989606964	-0.030705951142183077	0.1128785161836141
13062.877146927352	1.0	31.0	9859.00526183099	9965.95859332107	0.0719	-0.0104	-0.0505	0.0015	-0.0112	0.0799	10270.648174774029	-0.01150644432134972	-0.0005716217293872105	-0.05777635610879164	0.03472298963240914	0.03450465436857333
13102.956047136759	1.0	32.0	9839.398092493266	9985.488885056806	0.064	-0.0181	-0.0317	-0.0075	-0.0157	0.0645	10317.868547100774	0.05743145993900471	-0.04125652951857802	0.057781581354732	-0.049684196448503665	0.04998465027016057
13111.151357119845	1.0	33.0	9855.693527308038	10030.984323356834	0.1021	-0.0185	-0.0424	-0.0417	0.0065	0.0167	10383.158001089972	-0.0813648094346125	-0.026304214376115298	0.11730444904956706	0.06339468274411504	0.23023673036988543
13165.261990576675	1.0	34.0	9891.550694520027	10049.387838228127	0.1473	-0.0258	-0.0372	-0.0298	0.0238	-0.0076	10377.136058349482	0.11040503180163543	0.00418144220435215	0.1881633231321649	-0.002276142761873502	-0.08654206933579549
13149.09967733167	1.0	35.0	9891.312271483524	10028.544346934434	0.1047	0.0158	0.0038	-0.0361	0.0096	-0.0088	10348.88084215282	-0.025384151339787227	0.011218467049457928	0.13086191613245537	-0.12973892986024496	-0.31379683048708473
13130.87713182587	1.0	36.0	9883.474229506217	10000.168602073543	0.0797	0.0136	-0.0104	-0.0244	-0.0075	0.0236	10311.715447213137	-0.030175119133640495	-0.15067300318602667	0.08113729259823638	-0.1333354005517862	0.04320521330293019
13095.332579937178	1.0	37.0	9872.952948138876	10000.13064961139	0.0539	0.0122	-0.0096	-0.0165	-0.0038	0.0288	10329.931411073523	0.044068210029228054	0.08668338393258888	0.06421229740013086	0.010211870816661233	-0.02275445055549172
13047.164309157539	1.0	38.0	9846.461796721947	9997.808867361913	0.0425	0.0043	-0.0156	-0.0018	-0.0095	0.0194	10324.34564105115	-0.05000079194874948	-0.013807105927937997	-0.11275034488032148	0.10659322880452492	-0.04404168073291887
13042.003093286889	1.0	39.0	9850.358231354756	9992.246545017206	0.0346	0.0074	0.0079	-0.0175	-0.0073	0.0442	10305.424173059288	0.07217330426822029	0.001498068094580945	-0.13294983207748337	0.018461503822646688	-0.09175659666188091
13075.302950829575	1.0	40.0	9875.846250076527	9979.125014279727	0.0281	-0.0057	-0.0165	-0.0384	-0.0045	0.0356	10288.546625204835	-0.00034035603333228864	0.05537379583660361	0.0011016538235367305	-0.07959439469522313	-0.029114907274415385
13078.413964340367	1.0	41.0	9871.067064377448	9951.943006359625	0.022	-0.03	-0.0391	-0.0125	-0.039	0.0722	10253.629831739181	-0.008396423973607176	-0.06738321122666283	-0.02046052859749406	-0.00838712502682414	-0.027811205897850917
13036.781406048647	1.0	42.0	9883.686239014203	9947.458422467134	0.0203	-0.0141	-0.0296	-0.0173	-0.0394	0.0796	10258.783890406716	-0.04497366159317306	0.030309574070035764	-0.07647875582515339	-0.07964517573273758	0.052228951365477616
