csf	constant	linearTrend	wm	global	motion-pitch	motion-roll	motion-yaw	motion-x	motion-y	motion-z	gm	compcor1	compcor2	compcor3	compcor4	compcor5
12570.257996398133	1.0	0.0	9545.746358252702	9910.21824097621	-0.0466	0.0915	-0.0394	-0.0289	0.0062	0.0904	10024.032812840123	-0.06257247118257758	-0.053956101377108545	0.09624566593742218	-0.07937223819144323	0.00350724312074774
12554.093629515017	1.0	1.0	9548.419165277415	9912.549909478694	-0.0554	0.0817	-0.0532	-0.0117	0.003	0.0929	10029.801804849543	-0.05630185519536235	-0.06111631419250152	-0.002204851631912863	-0.08741457698390734	-0.04551938891898655
12522.048812271712	1.0	2.0	9557.610739327276	9915.475592501138	-0.0615	0.0844	-0.0381	-0.0158	0.0013	0.0716	10029.204044565673	-0.017912600679463292	0.033119718676178356	-0.060556923905181415	0.0034700249228141744	0.04219140359050022
12490.882473239652	1.0	3.0	9548.796752555134	9921.21334965989	-0.0549	0.09	-0.0366	-0.033	0.0214	0.0737	10044.682988713777	0.01081077132247801	-0.030470361023222536	-0.03740208735934675	-0.015730281315777528	0.02061188877309602
12503.001674107143	1.0	4.0	9556.575845128356	9924.779817248027	-0.0379	0.084	-0.0413	-0.0256	0.0059	0.0781	10035.79717379636	-0.021067515978255475	-0.035745113803403894	-0.0030335105988671396	-0.05727176926697283	-0.029857108514449143
12509.535977450285	1.0	5.0	9556.349993870946	9914.638852843858	-0.0523	0.0807	-0.0508	-0.0222	0.0046	0.0649	10015.821056198665	-0.010392001189994015	0.008497528027130852	0.04732012618286624	-0.14869745672463294	0.013193382490681166
12518.2113623681	1.0	6.0	9554.993779828059	9898.127999063405	-0.0412	0.0821	-0.0497	-0.017	0.0148	0.0698	9992.727789769564	0.01846491679231505	0.10875660275278706	0.06597099506935927	-0.10784200922494536	-0.02302613639683395
12494.691111378856	1.0	7.0	9560.958487649277	9885.633339349568	-0.0491	0.0807	-0.0334	-0.0262	-0.0017	0.0778	9989.673278121363	0.07453940161062629	0.15659546856927628	-0.033276484302120546	0.05058758529702789	-0.05313442720178841
12492.009429535308	1.0	8.0	9554.865045872559	9913.508651521683	-0.0425	0.088	-0.0385	-0.0331	0.0025	0.0856	10034.023039473068	0.03394249789659329	-0.03316916517465471	-0.0006500641389184797	0.0053055996875591704	0.009072190775031345
12464.0989086597	1.0	9.0	9555.390371665795	9912.468067865371	-0.0262	0.0845	-0.0444	-0.0219	0.0063	0.0837	10023.162495050357	0.06384196002294087	-0.012259811807477976	-0.022604264340764263	-0.02032340074285372	-0.012437714463292573
